1.40683817241  -0.513351936359
3.86468484103  -0.499201984323
6.46711072546  -0.484219682167
9.07028572499  0.221613219385
10.8052363146  0.231601420822
11.9626191561  0.929110821176
13.5544887602  2.31996787129
15.2924358102  5.09335847031
16.4528151121  8.55427026825
17.904600191  14.0893985646
18.9226476225  19.6220298106
20.232849946  27.9197281545
21.3999712839  37.598295347
22.5685908521  48.6585637383
24.0301144273  63.1747498268
25.2009813408  76.3075700163
26.0804424773  87.3661737073
26.9584053836  97.0430761996
28.4199289589  111.559262288
30.0267808651  126.767131326
31.0448282966  132.299762572
32.0621266129  137.141543219
33.0756793538  138.529070868
34.3753940658  137.154860821
35.3837030008  133.706434275
36.1013552741  128.874641829
36.8197566624  124.733699984
37.8213235615  115.067618043
39.1083033167  101.948947805
40.2507038561  88.8294452178
42.1070110931  67.4238971881
43.1063306469  55.6852634492
44.5363913877  41.1857243631
46.1125295744  28.0687188259
47.4047531354  19.7860027842
49.1314634588  12.1966343923
50.4281817104  8.05902194699
52.0148075086  4.61392480133
53.4576032062  1.85884590494
55.1925537958  1.86883410638
58.0818907665  -0.187070689415
60.6850657661  0.518762212137
63.4305726361  -0.84712433438
65.8884193047  -0.832974382344
69.9373864622  -0.118817979595
72.8289707783  -0.1021709772
75.4313966627  -0.0871886750443
77.8892433313  -0.0730387230084
80.6369975466  0.633626528663
83.8169911792  -0.0389123680985
86.9977339268  -0.0206006654639
89.8893182428  -0.00395366306884
93.3599685372  0.706873339201
96.6852905006  0.726017391956
98.4202410902  0.736005593393
101.745563054  0.755149646147
104.781726585  0.772628998662
108.974523844  0.796767152135
113.167321102  0.820905305608
116.492643065  0.840049358362
118.805910518  0.853366960278
