  0.010000   0.000000   0.004101   0.000000   0.000986
  0.020000   0.000000   0.004142   0.000000   0.000996
  0.030000   0.000000   0.004184   0.000000   0.001006
  0.040000   0.000000   0.004226   0.000000   0.001016
  0.050000   0.000000   0.004269   0.000000   0.001027
  0.060000   0.000000   0.004312   0.000000   0.001037
  0.070000   0.000000   0.004355   0.000000   0.001047
  0.080000   0.000000   0.004399   0.000000   0.001058
  0.090000   0.000000   0.004443   0.000000   0.001069
  0.100000   0.000000   0.004487   0.000000   0.001079
  0.110000   0.000000   0.004533   0.000000   0.001090
  0.120000   0.000000   0.004578   0.000000   0.001101
  0.130000   0.000000   0.004624   0.000000   0.001112
  0.140000   0.000000   0.004671   0.000000   0.001123
  0.150000   0.000000   0.004718   0.000000   0.001135
  0.160000   0.000000   0.004765   0.000000   0.001146
  0.170000   0.000000   0.004813   0.000000   0.001158
  0.180000   0.000000   0.004861   0.000000   0.001169
  0.190000   0.000000   0.004910   0.000000   0.001181
  0.200000   0.000000   0.004959   0.000000   0.001193
  0.210000   0.000000   0.005009   0.000000   0.001205
  0.220000   0.000000   0.005060   0.000000   0.001217
  0.230000   0.000000   0.005110   0.000000   0.001229
  0.240000   0.000000   0.005162   0.000000   0.001241
  0.250000   0.000000   0.005214   0.000000   0.001254
  0.260000   0.000000   0.005266   0.000000   0.001267
  0.270000   0.000000   0.005319   0.000000   0.001279
  0.280000   0.000000   0.005373   0.000000   0.001292
  0.290000   0.000000   0.005426   0.000000   0.001305
  0.300000   0.000000   0.005481   0.000000   0.001318
  0.310000   0.000000   0.005536   0.000000   0.001331
  0.320000   0.000000   0.005592   0.000000   0.001345
  0.330000   0.000000   0.005648   0.000000   0.001358
  0.340000   0.000000   0.005705   0.000000   0.001372
  0.350000   0.000000   0.005762   0.000000   0.001386
  0.360000   0.000000   0.005820   0.000000   0.001400
  0.370000   0.000000   0.005878   0.000000   0.001414
  0.380000   0.000000   0.005938   0.000000   0.001428
  0.390000   0.000000   0.005997   0.000000   0.001442
  0.400000   0.000000   0.006057   0.000000   0.001457
  0.410000   0.000000   0.006118   0.000000   0.001472
  0.420000   0.000000   0.006180   0.000000   0.001486
  0.430000   0.000000   0.006242   0.000000   0.001501
  0.440000   0.000000   0.006305   0.000000   0.001516
  0.450000   0.000000   0.006368   0.000000   0.001532
  0.460000   0.000000   0.006432   0.000000   0.001547
  0.470000   0.000000   0.006497   0.000000   0.001562
  0.480000   0.000000   0.006562   0.000000   0.001578
  0.490000   0.000000   0.006628   0.000000   0.001594
  0.500000   0.000000   0.006695   0.000000   0.001610
  0.510000   0.000000   0.006762   0.000000   0.001626
  0.520000   0.000000   0.006830   0.000000   0.001643
  0.530000   0.000000   0.006898   0.000000   0.001659
  0.540000   0.000000   0.006968   0.000000   0.001676
  0.550000   0.000000   0.007038   0.000000   0.001693
  0.560000   0.000000   0.007109   0.000000   0.001710
  0.570000   0.000000   0.007180   0.000000   0.001727
  0.580000   0.000000   0.007252   0.000000   0.001744
  0.590000   0.000000   0.007325   0.000000   0.001762
  0.600000   0.000000   0.007399   0.000000   0.001779
  0.610000   0.000000   0.007473   0.000000   0.001797
  0.620000   0.000000   0.007548   0.000000   0.001815
  0.630000   0.000000   0.007624   0.000000   0.001834
  0.640000   0.000000   0.007701   0.000000   0.001852
  0.650000   0.000000   0.007778   0.000000   0.001871
  0.660000   0.000000   0.007856   0.000000   0.001889
  0.670000   0.000000   0.007935   0.000000   0.001908
  0.680000   0.000000   0.008015   0.000000   0.001928
  0.690000   0.000000   0.008095   0.000000   0.001947
  0.700000   0.000000   0.008177   0.000000   0.001967
  0.710000   0.000000   0.008259   0.000000   0.001986
  0.720000   0.000000   0.008342   0.000000   0.002006
  0.730000   0.000000   0.008426   0.000000   0.002026
  0.740000   0.000000   0.008510   0.000000   0.002047
  0.750000   0.000000   0.008596   0.000000   0.002067
  0.760000   0.000000   0.008682   0.000000   0.002088
  0.770000   0.000000   0.008770   0.000000   0.002109
  0.780000   0.000000   0.008858   0.000000   0.002130
  0.790000   0.000000   0.008947   0.000000   0.002152
  0.800000   0.000000   0.009037   0.000000   0.002173
  0.810000   0.000000   0.009128   0.000000   0.002195
  0.820000   0.000000   0.009219   0.000000   0.002217
  0.830000   0.000000   0.009312   0.000000   0.002240
  0.840000   0.000000   0.009405   0.000000   0.002262
  0.850000   0.000000   0.009500   0.000000   0.002285
  0.860000   0.000000   0.009595   0.000000   0.002308
