8.52834976091  -4.86506028372
12.7394270607  -11.2771365455
15.2947647649  0.980331272124
16.9478428276  13.2843759149
19.2002980917  50.3362403187
21.1482739959  130.766654542
22.6488462255  167.857332967
23.8491975478  198.768819255
25.0511457899  211.096152311
26.2536263385  217.228767622
27.908301321  210.948659031
29.2627553963  198.489358304
30.9184949919  179.819814225
37.5398564547  123.725791141
41.9029072811  98.7217988413
45.5135427664  79.9513383074
49.2740225521  67.3678327138
53.486164465  48.5663209631
57.547929771  29.7725720166
61.9088513711  29.5474506951
65.5184222433  23.1664256501
67.9249802603  16.8475030386
71.5345511325  10.4664779936
74.6924598774  10.3034591055
77.5496154085  10.1559658259
79.9561734255  3.83704321442
84.0163418118  3.62744750126
88.0770425047  -2.77686595633
94.241951081  3.09957681627
97.8515219532  -3.28144822875
101.460028212  2.72696221511
109.580364985  2.30777078879
113.640533371  2.09817507563
118.001454971  1.87305375409
