0 2.75548e-11
0.00489 3.51181e-11
0.00978 4.4703e-11
0.01467 5.68348e-11
0.01956 7.21713e-11
0.02445 9.15348e-11
0.02934 1.15953e-10
0.03423 1.46706e-10
0.03912 1.8539e-10
0.04401 2.33989e-10
0.0489 2.9497e-10
0.05379 3.71392e-10
0.05868 4.67044e-10
0.06357 5.86618e-10
0.06846 7.35913e-10
0.07335 9.22079e-10
0.07824 1.15394e-09
0.08313 1.44234e-09
0.08802 1.80064e-09
0.09291 2.24521e-09
0.0978 2.79615e-09
0.10269 3.47803e-09
0.10758 4.32096e-09
0.11247 5.36165e-09
0.11736 6.6449e-09
0.12225 8.22529e-09
0.12714 1.01692e-08
0.13203 1.25571e-08
0.13692 1.54871e-08
0.14181 1.90774e-08
0.1467 2.34716e-08
0.15159 2.88427e-08
0.15648 3.53999e-08
0.16137 4.33951e-08
0.16626 5.31314e-08
0.17115 6.49732e-08
0.17604 7.93575e-08
0.18093 9.68088e-08
0.18582 1.17954e-07
0.19071 1.43543e-07
0.1956 1.74472e-07
0.20049 2.11807e-07
0.20538 2.56819e-07
0.21027 3.11017e-07
0.21516 3.76198e-07
0.22005 4.54484e-07
0.22494 5.48394e-07
0.22983 6.60905e-07
0.23472 7.95532e-07
0.23961 9.56419e-07
0.2445 1.14845e-06
0.24939 1.37735e-06
0.25428 1.64988e-06
0.25917 1.97392e-06
0.26406 2.35874e-06
0.26895 2.81516e-06
0.27384 3.35581e-06
0.27873 3.99544e-06
0.28362 4.75119e-06
0.28851 5.64304e-06
0.2934 6.69415e-06
0.29829 7.93143e-06
0.30318 9.38594e-06
0.30807 1.10937e-05
0.31296 1.30962e-05
0.31785 1.54415e-05
0.32274 1.81846e-05
0.32763 2.1389e-05
0.33252 2.51276e-05
0.33741 2.94836e-05
0.3423 3.45528e-05
0.34719 4.04444e-05
0.35208 4.7283e-05
0.35697 5.52108e-05
0.36186 6.43894e-05
0.36675 7.50027e-05
0.37164 8.72592e-05
0.37653 0.000101395
0.38142 0.000117678
0.38631 0.00013641
0.3912 0.000157932
0.39609 0.000182627
0.40098 0.000210927
0.40587 0.000243316
0.41076 0.000280338
0.41565 0.0003226
0.42054 0.000370783
0.42543 0.000425644
0.43032 0.000488029
0.43521 0.000558878
0.4401 0.000639233
0.44499 0.000730255
0.44988 0.000833223
0.45477 0.000949556
0.45966 0.00108082
0.46455 0.00122872
0.46944 0.00139518
0.47433 0.00158225
0.47922 0.00179224
0.48411 0.00202762
0.489 0.00229113
0.49389 0.00258574
0.49878 0.00291468
0.50367 0.00328148
0.50856 0.00368996
0.51345 0.00414423
0.51834 0.00464878
0.52323 0.00520842
0.52812 0.00582834
0.53301 0.00651414
0.5379 0.00727177
0.54279 0.00810765
0.54768 0.00902863
0.55257 0.010042
0.55746 0.0111556
0.56235 0.0123776
0.56724 0.0137167
0.57213 0.0151823
0.57702 0.0167841
0.58191 0.0185322
0.5868 0.0204377
0.59169 0.0225116
0.59658 0.0247659
0.60147 0.0272128
0.60636 0.0298651
0.61125 0.0327362
0.61614 0.0358396
0.62103 0.0391895
0.62592 0.0428006
0.63081 0.0466875
0.6357 0.0508656
0.64059 0.0553502
0.64548 0.0601571
0.65037 0.0653019
0.65526 0.0708006
0.66015 0.0766692
0.66504 0.0829232
0.66993 0.0895784
0.67482 0.0966502
0.67971 0.104154
0.6846 0.112103
0.68949 0.120513
0.69438 0.129396
0.69927 0.138765
0.70416 0.148632
0.70905 0.159006
0.71394 0.169899
0.71883 0.181317
0.72372 0.193267
0.72861 0.205754
0.7335 0.218782
0.73839 0.232353
0.74328 0.246465
0.74817 0.261117
0.75306 0.276303
0.75795 0.292018
0.76284 0.308252
0.76773 0.324992
0.77262 0.342226
0.77751 0.359935
0.7824 0.378101
0.78729 0.396701
0.79218 0.415711
0.79707 0.435102
0.80196 0.454844
0.80685 0.474904
0.81174 0.495247
0.81663 0.515833
0.82152 0.536623
0.82641 0.557572
0.8313 0.578635
0.83619 0.599763
0.84108 0.620909
0.84597 0.642019
0.85086 0.663039
0.85575 0.683917
0.86064 0.704594
0.86553 0.725014
0.87042 0.74512
0.87531 0.764853
0.8802 0.784155
0.88509 0.802967
0.88998 0.821231
0.89487 0.838891
0.89976 0.855888
0.90465 0.87217
0.90954 0.887681
0.91443 0.90237
0.91932 0.916188
0.92421 0.929087
0.9291 0.941024
0.93399 0.951955
0.93888 0.961843
0.94377 0.970653
0.94866 0.978354
0.95355 0.984918
0.95844 0.990321
0.96333 0.994544
0.96822 0.997571
0.97311 0.999392
0.978 1
0.98289 0.999392
0.98778 0.997571
0.99267 0.994544
0.99756 0.990321
1.00245 0.984918
1.00734 0.978354
1.01223 0.970654
1.01712 0.961843
1.02201 0.951955
1.0269 0.941024
1.03179 0.929088
1.03668 0.916188
1.04157 0.902371
1.04646 0.887681
1.05135 0.87217
1.05624 0.855889
1.06113 0.838891
1.06602 0.821231
1.07091 0.802967
1.0758 0.784155
1.08069 0.764853
1.08558 0.74512
1.09047 0.725014
1.09536 0.704594
1.10025 0.683917
1.10514 0.66304
1.11003 0.642019
1.11492 0.620909
1.11981 0.599764
1.1247 0.578635
1.12959 0.557572
1.13448 0.536623
1.13937 0.515834
1.14426 0.495247
1.14915 0.474905
1.15404 0.454845
1.15893 0.435103
1.16382 0.415712
1.16871 0.396702
1.1736 0.378102
1.17849 0.359937
1.18338 0.342227
1.18827 0.324994
1.19316 0.308254
1.19805 0.29202
1.20294 0.276306
1.20783 0.26112
1.21272 0.246468
1.21761 0.232357
1.2225 0.218787
1.22739 0.205759
1.23228 0.193272
1.23717 0.181323
1.24206 0.169906
1.24695 0.159015
1.25184 0.148641
1.25673 0.138776
1.26162 0.129408
1.26651 0.120527
1.2714 0.112119
1.27629 0.104172
1.28118 0.0966706
1.28607 0.0896015
1.29096 0.0829493
1.29585 0.0766986
1.30074 0.0708338
1.30563 0.0653393
1.31052 0.0601991
1.31541 0.0553974
1.3203 0.0509186
1.32519 0.0467471
1.33008 0.0428674
1.33497 0.0392644
1.33986 0.0359235
1.34475 0.03283
1.34964 0.0299701
1.35453 0.02733
1.35942 0.0248967
1.36431 0.0226574
1.3692 0.0206001
1.37409 0.018713
1.37898 0.0169851
1.38387 0.0154056
1.38876 0.0139646
1.39365 0.0126524
1.39854 0.0114601
1.40343 0.0103791
1.40832 0.00940146
1.41321 0.00851962
1.4181 0.00772657
1.42299 0.00701579
1.42788 0.00638118
1.43277 0.00581711
1.43766 0.00531836
1.44255 0.00488013
1.44744 0.00449803
1.45233 0.00416802
1.45722 0.00388643
1.46211 0.00364993
1.467 0.00345551
1.47189 0.0033005
1.47678 0.00318247
1.48167 0.0030993
1.48656 0.00304913
1.49145 0.00303032
1.49634 0.00304148
1.50123 0.00308142
1.50612 0.00314916
1.51101 0.00324391
1.5159 0.00336504
1.52079 0.0035121
1.52568 0.00368478
1.53057 0.00388291
1.53546 0.00410644
1.54035 0.00435546
1.54524 0.00463015
1.55013 0.00493078
1.55502 0.00525774
1.55991 0.00561148
1.5648 0.00599252
1.56969 0.00640144
1.57458 0.00683888
1.57947 0.00730554
1.58436 0.00780213
1.58925 0.00832941
1.59414 0.00888817
1.59903 0.00947919
1.60392 0.0101033
1.60881 0.0107612
1.6137 0.0114539
1.61859 0.012182
1.62348 0.0129463
1.62837 0.0137475
1.63326 0.0145864
1.63815 0.0154635
1.64304 0.0163795
1.64793 0.017335
1.65282 0.0183303
1.65771 0.019366
1.6626 0.0204423
1.66749 0.0215594
1.67238 0.0227175
1.67727 0.0239167
1.68216 0.0251568
1.68705 0.0264378
1.69194 0.0277592
1.69683 0.0291208
1.70172 0.0305219
1.70661 0.0319618
1.7115 0.0334398
1.71639 0.034955
1.72128 0.0365061
1.72617 0.0380919
1.73106 0.0397112
1.73595 0.0413622
1.74084 0.0430433
1.74573 0.0447528
1.75062 0.0464884
1.75551 0.0482482
1.7604 0.0500298
1.76529 0.0518308
1.77018 0.0536485
1.77507 0.0554803
1.77996 0.0573234
1.78485 0.0591746
1.78974 0.061031
1.79463 0.0628892
1.79952 0.0647461
1.80441 0.0665981
1.8093 0.0684418
1.81419 0.0702736
1.81908 0.0720899
1.82397 0.0738869
1.82886 0.075661
1.83375 0.0774083
1.83864 0.079125
1.84353 0.0808075
1.84842 0.0824519
1.85331 0.0840544
1.8582 0.0856114
1.86309 0.0871193
1.86798 0.0885743
1.87287 0.0899731
1.87776 0.0913121
1.88265 0.0925881
1.88754 0.093798
1.89243 0.0949386
1.89732 0.0960071
1.90221 0.0970007
1.9071 0.097917
1.91199 0.0987534
1.91688 0.0995078
1.92177 0.100178
1.92666 0.100763
1.93155 0.10126
1.93644 0.101669
1.94133 0.101988
1.94622 0.102217
1.95111 0.102354
1.956 0.1024
1.96089 0.102354
1.96578 0.102217
1.97067 0.101988
1.97556 0.101669
1.98045 0.10126
1.98534 0.100763
1.99023 0.100178
1.99512 0.0995079
2.00001 0.0987535
2.0049 0.0979171
2.00979 0.0970009
2.01468 0.0960073
2.01957 0.0949388
2.02446 0.0937982
2.02935 0.0925884
2.03424 0.0913124
2.03913 0.0899734
2.04402 0.0885747
2.04891 0.0871197
2.0538 0.0856119
2.05869 0.0840549
2.06358 0.0824525
2.06847 0.0808081
2.07336 0.0791257
2.07825 0.077409
2.08314 0.0756619
2.08803 0.0738879
2.09292 0.072091
2.09781 0.0702748
2.1027 0.0684432
2.10759 0.0665996
2.11248 0.0647478
2.11737 0.062891
2.12226 0.061033
2.12715 0.0591768
2.13204 0.0573258
2.13693 0.055483
2.14182 0.0536514
2.14671 0.051834
2.1516 0.0500333
2.15649 0.0482521
2.16138 0.0464927
2.16627 0.0447575
2.17116 0.0430485
2.17605 0.0413678
2.18094 0.0397173
2.18583 0.0380986
2.19072 0.0365133
2.19561 0.0349629
2.2005 0.0334484
2.20539 0.0319712
2.21028 0.030532
2.21517 0.0291317
2.22006 0.027771
